job,marital,education,default,housing,loan,contact,month,poutcome,y
entrepreneur,married,secondary,yes,yes,no,cellular,jul,unknown,no
admin.,married,secondary,no,no,no,cellular,mar,unknown,yes
management,married,tertiary,no,yes,no,unknown,may,unknown,no
blue-collar,married,primary,no,yes,no,unknown,may,unknown,no
blue-collar,married,secondary,no,yes,no,unknown,may,unknown,no
retired,married,tertiary,no,no,no,telephone,may,success,yes
services,married,secondary,no,yes,no,unknown,may,unknown,no
blue-collar,married,secondary,no,yes,no,unknown,may,unknown,no
management,single,unknown,no,yes,no,unknown,may,unknown,no
management,single,secondary,no,yes,no,telephone,jul,unknown,no
technician,married,secondary,no,yes,no,cellular,feb,failure,no
management,married,tertiary,no,no,no,cellular,jul,unknown,no
management,married,tertiary,no,yes,no,cellular,jun,unknown,no
housemaid,married,primary,no,yes,no,unknown,jun,unknown,no
services,divorced,secondary,yes,yes,no,cellular,jul,unknown,no
blue-collar,married,primary,no,yes,no,unknown,may,unknown,no
blue-collar,single,primary,no,yes,no,unknown,jun,unknown,no
management,married,tertiary,no,yes,no,cellular,aug,unknown,no
blue-collar,married,unknown,no,yes,no,unknown,may,unknown,no
services,divorced,secondary,no,yes,no,unknown,may,unknown,no
admin.,married,secondary,no,no,no,telephone,mar,success,yes
admin.,married,secondary,no,no,no,cellular,aug,unknown,yes
technician,single,secondary,no,yes,no,cellular,aug,unknown,yes
management,divorced,tertiary,no,yes,no,unknown,may,unknown,no
housemaid,married,secondary,no,yes,no,cellular,may,failure,no
technician,single,secondary,no,yes,yes,cellular,nov,unknown,no
technician,single,secondary,no,no,yes,unknown,jun,unknown,no
management,single,tertiary,no,yes,no,cellular,nov,unknown,no
management,single,tertiary,no,no,no,cellular,aug,failure,no
admin.,married,secondary,no,yes,yes,telephone,jul,unknown,no
management,married,tertiary,no,no,no,cellular,aug,unknown,no
student,single,primary,no,no,no,cellular,jul,unknown,yes
management,married,tertiary,no,no,no,cellular,oct,unknown,no
unemployed,married,secondary,no,yes,no,unknown,may,unknown,no
self-employed,single,primary,no,no,yes,cellular,jul,unknown,no
self-employed,divorced,tertiary,no,yes,no,unknown,jun,unknown,no
blue-collar,single,secondary,no,yes,no,cellular,may,unknown,no
blue-collar,single,secondary,no,no,no,cellular,jun,unknown,yes
blue-collar,married,secondary,no,yes,yes,cellular,feb,failure,no
management,married,tertiary,no,yes,no,cellular,jul,unknown,no
technician,married,secondary,no,yes,no,cellular,feb,failure,yes
management,divorced,tertiary,no,yes,no,unknown,may,unknown,no
management,married,tertiary,no,yes,no,cellular,jul,unknown,no
unemployed,divorced,primary,no,no,no,cellular,apr,failure,no
technician,married,tertiary,no,yes,yes,unknown,jun,unknown,no
blue-collar,married,primary,no,yes,no,cellular,apr,unknown,yes
management,married,tertiary,no,yes,no,cellular,may,other,no
retired,married,secondary,no,no,no,cellular,sep,other,no
services,married,secondary,no,no,no,unknown,jun,unknown,no
entrepreneur,married,secondary,no,no,no,telephone,nov,unknown,no
admin.,divorced,secondary,no,yes,no,cellular,nov,failure,no
blue-collar,married,primary,no,no,no,cellular,aug,unknown,no
services,married,secondary,no,yes,no,unknown,may,unknown,no
retired,married,primary,no,no,no,unknown,jun,unknown,no
admin.,married,secondary,no,yes,no,unknown,may,unknown,no
unemployed,divorced,secondary,no,no,no,cellular,jul,unknown,no
services,married,primary,no,yes,no,cellular,may,failure,no
management,married,tertiary,no,yes,no,telephone,nov,unknown,no
services,single,secondary,no,yes,no,cellular,may,unknown,no
management,married,primary,no,yes,no,telephone,may,unknown,no
admin.,single,secondary,no,yes,no,cellular,apr,unknown,no
technician,divorced,secondary,no,yes,no,unknown,may,unknown,no
blue-collar,married,secondary,no,no,no,cellular,jun,unknown,no
blue-collar,married,primary,no,no,no,cellular,aug,unknown,no
management,married,tertiary,no,no,no,cellular,jun,unknown,no
management,single,secondary,no,no,no,cellular,jul,unknown,no
technician,married,tertiary,no,no,no,cellular,aug,unknown,no
admin.,married,secondary,no,yes,yes,unknown,may,unknown,no
admin.,single,secondary,no,no,no,cellular,jul,success,yes
technician,single,unknown,no,no,no,cellular,jul,unknown,no
services,married,secondary,no,yes,no,cellular,jul,unknown,no
blue-collar,married,secondary,no,yes,no,unknown,may,unknown,no
admin.,married,secondary,no,no,no,cellular,aug,unknown,no
blue-collar,married,primary,no,yes,no,cellular,jul,unknown,no
self-employed,married,secondary,yes,no,no,cellular,feb,unknown,no
management,married,tertiary,no,no,no,cellular,jul,unknown,no
management,single,tertiary,no,no,no,telephone,nov,unknown,no
student,single,secondary,no,yes,no,cellular,apr,unknown,no
blue-collar,married,primary,no,no,no,unknown,jun,unknown,no
technician,married,secondary,no,yes,no,cellular,apr,other,no
retired,married,secondary,no,no,no,cellular,sep,failure,no
self-employed,married,tertiary,no,yes,no,unknown,may,unknown,no
technician,single,secondary,no,no,no,unknown,may,unknown,no
admin.,married,secondary,no,yes,no,cellular,may,success,no
blue-collar,married,primary,no,no,no,cellular,aug,unknown,no
management,single,tertiary,no,no,no,cellular,aug,unknown,yes
blue-collar,married,secondary,yes,no,yes,cellular,jul,unknown,yes
technician,divorced,secondary,no,yes,no,cellular,aug,unknown,no
technician,married,secondary,no,yes,no,unknown,may,unknown,no
student,single,secondary,no,no,no,cellular,apr,unknown,no
services,married,secondary,no,yes,no,cellular,may,unknown,no
technician,married,secondary,no,yes,no,cellular,nov,failure,no
blue-collar,married,secondary,no,yes,no,unknown,may,unknown,no
technician,married,secondary,no,yes,yes,cellular,jan,failure,no
self-employed,single,tertiary,no,no,no,cellular,jan,unknown,no
management,divorced,tertiary,no,yes,no,unknown,jun,unknown,no
unemployed,married,primary,no,no,no,cellular,jan,unknown,no
student,single,secondary,no,no,no,cellular,mar,unknown,no
entrepreneur,married,unknown,no,yes,no,unknown,may,unknown,no
self-employed,married,secondary,no,no,no,cellular,aug,unknown,no
management,married,tertiary,no,yes,no,cellular,apr,failure,no
retired,married,secondary,no,no,no,cellular,aug,unknown,no
services,divorced,secondary,no,yes,no,cellular,may,unknown,no
retired,married,unknown,no,no,no,cellular,aug,unknown,no
services,married,secondary,no,yes,yes,cellular,may,unknown,no
management,married,tertiary,no,yes,no,cellular,jul,unknown,no
blue-collar,married,secondary,no,no,no,cellular,feb,other,no
technician,single,tertiary,no,no,yes,cellular,feb,failure,no
management,married,tertiary,no,yes,yes,cellular,jul,unknown,no
technician,single,secondary,no,no,no,cellular,apr,unknown,yes
admin.,married,secondary,no,yes,yes,telephone,may,unknown,no
management,single,tertiary,no,no,no,cellular,jan,unknown,no
technician,married,secondary,no,yes,no,cellular,jul,unknown,no
management,divorced,tertiary,no,yes,no,cellular,jul,unknown,no
self-employed,single,secondary,no,yes,no,cellular,may,unknown,no
self-employed,married,tertiary,no,yes,yes,cellular,jul,unknown,no
blue-collar,married,secondary,no,yes,no,unknown,jun,unknown,no
blue-collar,married,secondary,no,no,yes,cellular,jul,unknown,no
self-employed,married,tertiary,no,no,no,unknown,jun,unknown,no
technician,married,secondary,no,no,yes,cellular,jul,unknown,no
services,married,secondary,no,yes,yes,unknown,may,unknown,no
technician,married,secondary,no,no,no,cellular,jun,unknown,no
unemployed,single,tertiary,yes,yes,no,cellular,jul,unknown,no
entrepreneur,married,unknown,no,no,no,cellular,jan,unknown,no
housemaid,married,primary,no,yes,no,cellular,aug,failure,no
housemaid,married,primary,no,no,no,cellular,aug,unknown,no
retired,divorced,unknown,no,yes,no,cellular,jan,failure,no
technician,divorced,secondary,no,yes,no,telephone,jul,unknown,no
retired,divorced,tertiary,no,yes,yes,cellular,jul,unknown,no
entrepreneur,married,tertiary,no,yes,yes,telephone,nov,unknown,no
blue-collar,married,primary,no,yes,no,cellular,apr,success,no
services,single,secondary,no,no,no,cellular,jul,unknown,yes
blue-collar,married,primary,no,yes,no,cellular,jul,unknown,no
admin.,married,secondary,no,yes,yes,cellular,aug,unknown,no
blue-collar,married,secondary,no,yes,no,unknown,may,unknown,no
technician,divorced,tertiary,no,no,no,cellular,jul,unknown,no
unemployed,single,tertiary,no,no,no,telephone,feb,unknown,no
technician,married,tertiary,no,yes,yes,cellular,may,unknown,no
services,single,secondary,no,no,no,unknown,may,unknown,no
blue-collar,married,secondary,no,yes,no,unknown,jun,unknown,no
entrepreneur,single,tertiary,no,no,no,cellular,jul,unknown,no
self-employed,married,tertiary,no,no,no,cellular,aug,unknown,yes
technician,married,tertiary,no,yes,no,cellular,apr,failure,no
blue-collar,married,secondary,no,yes,no,unknown,jun,unknown,no
management,single,tertiary,no,yes,yes,cellular,jul,unknown,no
management,single,secondary,no,no,no,cellular,aug,unknown,no
technician,married,tertiary,no,yes,no,cellular,may,unknown,no
technician,married,tertiary,no,no,no,cellular,aug,success,yes
blue-collar,married,primary,no,yes,no,unknown,jun,unknown,no
technician,single,tertiary,no,yes,no,cellular,aug,unknown,no
blue-collar,single,secondary,no,yes,no,cellular,may,unknown,no
management,single,tertiary,no,no,no,cellular,may,failure,no
self-employed,married,tertiary,no,no,no,cellular,feb,unknown,no
technician,married,secondary,no,yes,yes,unknown,may,unknown,no
management,single,tertiary,no,yes,no,cellular,may,unknown,no
retired,married,secondary,no,yes,yes,cellular,jul,unknown,no
technician,married,secondary,no,no,no,cellular,aug,unknown,no
management,married,tertiary,no,no,no,cellular,dec,failure,no
management,single,tertiary,no,yes,yes,cellular,jul,unknown,yes
technician,married,tertiary,no,no,no,cellular,nov,failure,no
blue-collar,married,secondary,no,yes,no,unknown,may,unknown,no
retired,married,secondary,no,no,no,cellular,mar,unknown,no
self-employed,divorced,tertiary,no,no,no,unknown,jun,unknown,yes
management,divorced,tertiary,yes,no,yes,cellular,nov,unknown,no
blue-collar,divorced,primary,no,yes,no,unknown,jun,unknown,no
self-employed,married,secondary,no,no,no,cellular,aug,unknown,no
blue-collar,divorced,secondary,no,no,yes,cellular,jul,unknown,no
management,single,tertiary,no,yes,no,unknown,jun,unknown,yes
admin.,divorced,unknown,no,no,no,unknown,jun,unknown,no
unknown,married,unknown,no,no,no,unknown,jun,unknown,no
admin.,single,secondary,no,yes,no,unknown,may,unknown,no
management,married,tertiary,no,yes,no,unknown,jun,unknown,yes
entrepreneur,single,tertiary,no,yes,yes,cellular,aug,unknown,no
self-employed,married,secondary,no,no,no,cellular,aug,unknown,yes
technician,married,tertiary,no,no,no,cellular,aug,unknown,no
management,divorced,tertiary,no,yes,no,telephone,nov,failure,no
entrepreneur,married,secondary,no,yes,no,cellular,may,unknown,no
management,married,primary,no,yes,yes,cellular,apr,failure,no
housemaid,single,tertiary,no,yes,no,cellular,apr,failure,no
entrepreneur,single,tertiary,no,no,no,cellular,feb,failure,no
self-employed,divorced,tertiary,no,yes,no,unknown,may,unknown,no
services,married,secondary,no,no,yes,cellular,jul,unknown,no
retired,married,secondary,no,no,no,cellular,aug,unknown,no
retired,married,primary,no,yes,no,unknown,may,unknown,no
retired,divorced,primary,no,yes,no,cellular,jul,unknown,no
retired,married,primary,no,no,no,cellular,mar,success,no
technician,married,secondary,no,no,no,cellular,may,success,no
management,married,tertiary,no,yes,no,cellular,jul,unknown,no
technician,divorced,secondary,no,yes,yes,cellular,apr,other,no
management,single,tertiary,no,yes,no,cellular,jul,unknown,yes
technician,single,tertiary,no,yes,no,cellular,jun,unknown,yes
entrepreneur,married,primary,no,yes,no,cellular,nov,other,no
blue-collar,single,secondary,no,yes,no,unknown,may,unknown,no
technician,married,secondary,no,no,no,telephone,nov,failure,no
management,married,tertiary,no,no,no,cellular,nov,unknown,no
management,married,primary,no,no,yes,cellular,feb,failure,no
retired,divorced,secondary,no,no,no,cellular,jul,unknown,no
technician,married,secondary,no,no,yes,telephone,jul,unknown,no
blue-collar,married,secondary,no,no,no,unknown,jun,unknown,no
technician,married,secondary,no,yes,no,cellular,feb,failure,no
entrepreneur,married,unknown,no,yes,no,cellular,nov,failure,no
management,married,tertiary,no,yes,no,unknown,jun,unknown,no
unemployed,divorced,secondary,no,no,no,cellular,jul,unknown,no
technician,married,secondary,no,yes,no,cellular,may,other,no
management,single,tertiary,no,yes,no,telephone,may,unknown,no
blue-collar,married,secondary,no,no,yes,cellular,aug,unknown,no
services,single,secondary,no,no,no,unknown,jun,unknown,no
housemaid,married,primary,no,no,no,unknown,jun,unknown,no
admin.,single,unknown,no,no,no,cellular,sep,unknown,no
technician,married,secondary,no,no,yes,cellular,aug,unknown,no
self-employed,married,secondary,no,yes,no,cellular,jul,unknown,no
technician,single,tertiary,no,yes,no,cellular,feb,unknown,no
services,single,secondary,no,no,no,cellular,jun,success,yes
services,married,secondary,no,yes,no,cellular,apr,failure,no
management,married,tertiary,no,yes,no,cellular,nov,unknown,no
blue-collar,married,primary,no,yes,no,unknown,may,unknown,no
management,married,primary,no,no,no,telephone,oct,unknown,no
technician,single,tertiary,no,yes,yes,unknown,may,unknown,no
technician,single,secondary,no,yes,no,unknown,jun,unknown,no
student,single,tertiary,no,no,yes,cellular,jun,unknown,no
blue-collar,single,primary,no,yes,no,unknown,may,unknown,no
entrepreneur,married,unknown,no,no,no,cellular,jul,unknown,no
management,married,tertiary,no,no,no,cellular,nov,unknown,no
retired,married,secondary,no,no,yes,cellular,jul,unknown,no
self-employed,married,tertiary,no,yes,no,cellular,nov,unknown,no
technician,married,secondary,no,yes,no,cellular,jul,unknown,no
blue-collar,single,secondary,no,no,yes,unknown,jun,unknown,no
entrepreneur,married,tertiary,no,no,no,cellular,may,failure,no
services,married,secondary,no,yes,no,cellular,jul,unknown,no
technician,single,tertiary,no,yes,no,cellular,jul,unknown,no
management,divorced,tertiary,no,no,no,cellular,aug,unknown,yes
blue-collar,married,secondary,no,no,no,unknown,may,unknown,no
retired,married,unknown,no,no,no,unknown,jun,unknown,yes
self-employed,divorced,tertiary,no,yes,no,unknown,may,unknown,yes
technician,single,tertiary,no,no,no,cellular,aug,unknown,no
retired,married,primary,no,no,no,unknown,jun,unknown,no
blue-collar,married,secondary,no,yes,no,unknown,may,unknown,no
housemaid,married,primary,no,no,no,unknown,may,unknown,no
blue-collar,married,primary,no,no,no,unknown,jun,unknown,no
housemaid,divorced,secondary,no,no,no,cellular,jul,unknown,no
technician,single,tertiary,no,no,no,cellular,jan,unknown,no
student,single,secondary,no,no,no,cellular,apr,failure,no
management,single,tertiary,no,no,no,cellular,apr,unknown,no
admin.,single,secondary,no,no,no,cellular,jul,unknown,no
blue-collar,married,secondary,no,no,no,cellular,aug,unknown,no
management,married,tertiary,no,no,no,unknown,jun,unknown,no
blue-collar,married,secondary,no,yes,no,cellular,may,failure,no
blue-collar,married,secondary,no,yes,yes,cellular,jul,unknown,no
entrepreneur,married,tertiary,no,no,no,unknown,jun,unknown,no
technician,single,tertiary,no,yes,no,cellular,may,unknown,no
management,married,tertiary,no,no,no,cellular,feb,unknown,no
services,married,secondary,no,yes,yes,unknown,may,unknown,no
technician,single,secondary,no,no,no,cellular,jan,other,no
management,married,tertiary,no,yes,no,cellular,may,other,no
management,single,tertiary,no,yes,no,cellular,may,unknown,no
student,single,unknown,no,no,no,cellular,aug,unknown,no
technician,married,secondary,no,yes,yes,cellular,may,unknown,no
management,single,tertiary,no,yes,no,cellular,nov,unknown,no
self-employed,single,secondary,no,yes,no,unknown,may,unknown,no
blue-collar,married,primary,no,no,yes,cellular,nov,failure,no
management,married,tertiary,no,no,yes,cellular,oct,unknown,yes
